Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"10041";"Regionalverband Saarbrücken";"Kreise";"8,33";"9,29";"13,05";"11,92";"55,68";"19,35";"7,09";"6,51";"144,56";"7,91";"50,56";"41,41";"28,78";"46,66";"7,18";"78,50";"87,97";"17,97";"59,96";"13,67";"18,75";"58,61";"15,22";"0,13";"16,36";"19,90";"13,62";"86,81";"25,34";"3,55";"18,10";"48,13";"0,00";"60,45";"43,68";"1,37";"74,50";"21,00";"38,06";"0,00";"11,59";"10,75";"8,94";"9,65";"112,01";"25,63";"37,47";"0,00";"40,71";"34,28";"28,07";"28,84";"8,80";"3.652,55";"1.821,93";"8,59";"4.844,64";"15,63";"12,17";"5,57";"57,62";"42,38";"1,73";"14,42";"1.031,07";"1.151,50";"866,11";"583,17";"45,79";"72,23";"0,08";"24,31";"75,61";"1,18";"8,59";"8,80";"7,91"
"10042";"Merzig-Wadern";"Kreise";"3,71";"4,52";"7,33";"9,45";"55,04";"28,18";"4,16";"2,95";"100,92";"7,94";"59,32";"28,03";"29,92";"49,76";"8,72";"81,99";"84,39";"10,84";"70,21";"13,16";"11,19";"69,32";"13,08";"0,04";"19,76";"26,69";"14,82";"95,18";"16,24";"3,38";"14,63";"49,56";"0,00";"55,89";"37,59";"1,40";"78,80";"25,24";"35,80";"0,00";"12,40";"10,31";"6,57";"9,68";"112,05";"6,77";"27,86";"0,00";"50,18";"43,20";"26,22";"23,83";"6,75";"3.239,52";"1.704,39";"3,18";"2.333,18";"5,39";"11,95";"2,26";"57,52";"42,48";"1,84";"5,73";"1.124,91";"1.324,12";"866,87";"695,99";"28,35";"67,25";"0,44";"28,80";"70,75";"1,05";"3,18";"6,75";"7,94"
"10043";"Neunkirchen";"Kreise";"6,25";"7,21";"5,39";"10,55";"58,32";"25,81";"5,50";"6,84";"117,20";"6,73";"55,04";"41,87";"30,03";"51,68";"8,89";"81,18";"91,79";"10,44";"66,63";"13,88";"11,23";"67,09";"14,11";"0,13";"20,53";"25,56";"16,83";"91,40";"17,75";"3,69";"12,45";"48,59";"0,00";"59,18";"40,04";"1,47";"75,30";"22,53";"39,40";"0,00";"10,31";"10,00";"6,43";"11,33";"111,99";"12,93";"28,11";"0,00";"42,74";"20,73";"33,01";"36,04";"10,21";"3.371,68";"1.801,43";"5,08";"2.664,91";"11,43";"9,65";"3,25";"59,72";"40,28";"1,91";"10,72";"1.066,45";"1.225,47";"838,29";"659,53";"26,39";"63,94";"0,13";"32,10";"67,77";"2,27";"5,08";"10,21";"6,73"
"10044";"Saarlouis";"Kreise";"4,96";"5,57";"6,80";"10,84";"58,79";"23,57";"4,82";"1,75";"138,67";"8,19";"56,83";"44,41";"26,58";"50,17";"8,40";"81,23";"90,63";"9,01";"68,57";"15,17";"12,10";"68,44";"13,16";"0,35";"18,33";"23,17";"15,05";"96,71";"20,81";"3,72";"12,43";"47,18";"189,79";"65,38";"46,97";"1,48";"78,20";"24,32";"36,54";"0,00";"11,87";"10,42";"6,66";"10,19";"111,95";"13,66";"24,68";"0,00";"42,41";"35,22";"31,44";"28,06";"5,28";"3.367,31";"1.906,07";"5,09";"2.433,75";"7,17";"10,86";"2,86";"59,93";"39,72";"1,37";"7,10";"1.126,52";"1.296,92";"880,26";"686,36";"31,10";"64,08";"0,20";"34,07";"65,74";"1,13";"5,09";"5,28";"8,19"
"10045";"Saarpfalz-Kreis";"Kreise";"4,15";"4,70";"5,01";"9,35";"58,69";"26,90";"4,89";"3,28";"147,26";"7,56";"56,80";"46,70";"25,38";"46,68";"7,35";"80,82";"91,27";"13,87";"65,26";"14,78";"16,35";"63,88";"13,11";"0,33";"18,24";"23,52";"14,58";"95,91";"19,83";"4,00";"11,67";"49,46";"0,00";"59,36";"40,25";"1,35";"79,70";"23,99";"36,12";"0,00";"11,92";"10,67";"6,61";"10,69";"112,06";"14,57";"20,53";"0,00";"39,75";"38,33";"31,15";"22,62";"7,90";"3.689,75";"2.015,23";"10,75";"3.747,44";"6,60";"10,03";"2,57";"60,53";"39,47";"1,67";"6,37";"1.183,10";"1.362,74";"923,61";"692,89";"43,31";"72,33";"0,14";"40,06";"59,80";"1,23";"10,75";"7,90";"7,56"
"10046";"St. Wendel";"Kreise";"3,54";"3,51";"4,82";"9,76";"53,62";"31,80";"3,43";"1,72";"64,45";"6,97";"60,53";"40,36";"30,23";"53,97";"8,03";"83,24";"92,97";"10,86";"71,39";"12,34";"12,78";"70,62";"10,98";"0,22";"17,93";"23,93";"13,39";"96,88";"16,35";"3,72";"7,58";"50,93";"0,00";"47,42";"29,56";"1,41";"82,60";"28,71";"36,78";"0,00";"10,40";"10,17";"5,28";"8,65";"112,03";"5,29";"28,48";"0,00";"44,04";"44,08";"33,81";"18,83";"3,28";"3.370,42";"1.988,28";"4,02";"3.008,00";"4,57";"9,00";"1,88";"59,30";"41,86";"2,09";"4,94";"1.101,79";"1.303,11";"864,16";"717,36";"30,31";"67,67";"0,44";"33,14";"66,42";"1,27";"4,02";"3,28";"6,97"
"11000";"Berlin, Stadt";"Kreise";"8,49";"9,16";"16,36";"12,34";"51,37";"19,94";"7,60";"8,76";"820,83";"12,16";"39,25";"46,36";"34,02";"44,88";"11,05";"76,96";"84,83";"31,69";"43,97";"11,74";"33,33";"41,30";"12,02";"0,08";"14,01";"14,54";"13,55";"82,93";"26,59";"2,72";"22,22";"49,32";"21,49";"62,68";"40,15";"1,24";"75,20";"15,86";"23,45";"22,37";"9,08";"9,38";"11,44";"8,41";"87,21";"12,92";"38,65";"19,88";"26,38";"45,53";"35,41";"12,06";"6,99";"3.631,40";"1.884,75";"5,57";"0,00";"15,31";"11,93";"6,33";"51,78";"48,22";"2,07";"15,36";"1.142,37";"1.178,48";"1.100,86";"330,68";"44,99";"79,18";"0,01";"13,11";"86,88";"1,02";"5,57";"6,99";"12,16"
"12051";"Brandenburg an der Havel, Stadt";"Kreise";"7,41";"8,90";"9,86";"9,56";"63,75";"16,83";"6,44";"9,49";"149,17";"7,28";"42,71";"36,11";"33,27";"50,83";"8,74";"80,35";"86,65";"12,86";"71,03";"10,56";"13,82";"69,29";"10,20";"0,31";"25,45";"30,08";"21,02";"88,52";"18,57";"4,50";"8,18";"46,38";"46,91";"61,66";"36,26";"1,46";"66,80";"14,86";"33,67";"9,63";"7,54";"10,20";"8,32";"15,77";"104,12";"16,75";"26,28";"4,22";"35,74";"33,17";"42,38";"17,25";"7,20";"3.128,09";"1.736,59";"13,87";"1.343,91";"13,01";"14,99";"2,78";"50,44";"49,56";"3,86";"11,76";"953,00";"1.026,21";"861,95";"476,53";"34,59";"64,44";"0,08";"27,21";"72,71";"2,20";"13,87";"7,20";"7,28"
"12052";"Cottbus, Stadt";"Kreise";"6,54";"7,66";"17,23";"11,64";"52,53";"18,53";"6,35";"5,94";"158,27";"6,59";"42,96";"35,18";"34,51";"48,67";"8,78";"80,69";"86,07";"18,65";"64,33";"8,71";"20,73";"63,66";"8,53";"0,10";"25,52";"27,83";"23,43";"60,53";"23,16";"4,13";"11,26";"47,06";"65,78";"62,24";"41,95";"1,29";"73,30";"13,11";"29,28";"7,37";"11,02";"10,10";"8,82";"20,30";"112,04";"8,28";"20,27";"3,16";"42,55";"42,78";"33,08";"15,66";"8,49";"3.084,79";"1.809,14";"11,65";"2.126,84";"13,06";"23,86";"2,22";"50,85";"49,15";"3,56";"11,42";"952,91";"1.004,11";"884,97";"493,01";"38,35";"61,33";"0,07";"13,58";"86,36";"3,75";"11,65";"8,49";"6,59"
"12053";"Frankfurt (Oder), Stadt";"Kreise";"6,94";"7,98";"15,02";"11,43";"61,88";"11,66";"5,56";"8,28";"63,81";"6,34";"40,67";"36,10";"37,65";"50,98";"7,71";"77,46";"84,82";"16,10";"61,62";"7,93";"15,46";"65,09";"9,03";"0,13";"23,99";"30,34";"18,55";"62,50";"24,85";"4,25";"15,41";"50,65";"33,83";"105,53";"68,54";"1,13";"70,00";"13,75";"31,26";"7,77";"8,18";"8,82";"11,96";"18,26";"101,75";"12,95";"55,44";"7,29";"29,63";"42,75";"42,58";"9,66";"5,01";"2.986,13";"1.724,04";"15,08";"1.698,64";"13,46";"32,86";"2,69";"51,16";"48,84";"5,29";"12,26";"893,71";"961,69";"816,01";"487,14";"40,83";"61,55";"0,34";"11,14";"88,51";"3,95";"15,08";"5,01";"6,34"
"12054";"Potsdam, Stadt";"Kreise";"4,55";"5,70";"18,56";"15,83";"50,98";"14,68";"4,77";"3,87";"747,41";"10,48";"39,69";"43,23";"35,71";"46,89";"8,17";"78,42";"85,41";"30,59";"51,04";"10,27";"32,43";"50,02";"9,56";"0,06";"15,59";"17,20";"14,25";"52,50";"26,87";"3,21";"11,90";"50,33";"37,60";"63,08";"47,62";"1,23";"81,20";"11,77";"26,58";"21,36";"9,49";"9,62";"11,99";"9,18";"104,24";"18,36";"52,70";"6,98";"30,00";"59,29";"26,76";"8,86";"5,09";"3.423,23";"1.915,26";"7,87";"355,63";"7,80";"14,47";"2,74";"55,94";"44,06";"5,95";"8,01";"1.152,25";"1.206,28";"1.086,65";"417,43";"45,25";"70,53";"0,07";"7,40";"92,53";"2,68";"7,87";"5,09";"10,48"
"12060";"Barnim";"Kreise";"4,41";"5,61";"8,31";"13,49";"59,69";"18,56";"4,62";"5,77";"253,54";"8,78";"45,09";"38,42";"35,55";"53,26";"12,66";"82,89";"86,90";"12,80";"67,68";"9,30";"15,39";"67,71";"8,21";"0,42";"21,18";"25,65";"17,30";"82,35";"16,30";"3,33";"6,46";"48,20";"40,47";"54,18";"31,64";"1,52";"76,00";"15,02";"27,49";"9,01";"8,96";"11,94";"10,13";"17,44";"100,00";"8,25";"35,27";"4,30";"35,65";"38,58";"45,26";"10,24";"5,92";"2.759,12";"1.923,40";"5,54";"214,36";"6,36";"17,48";"1,48";"47,86";"52,14";"6,20";"6,54";"1.029,66";"1.094,96";"951,92";"567,50";"23,74";"64,51";"1,11";"21,22";"77,67";"0,34";"5,54";"5,92";"8,78"
"12061";"Dahme-Spreewald";"Kreise";"3,43";"3,87";"5,92";"7,20";"62,11";"24,77";"3,61";"2,56";"216,67";"10,52";"46,02";"54,95";"31,18";"49,46";"10,69";"82,05";"87,48";"13,53";"65,23";"9,25";"16,26";"66,99";"7,74";"0,20";"23,75";"28,29";"19,54";"85,87";"19,46";"3,70";"6,77";"47,92";"28,10";"60,92";"37,92";"1,65";"77,90";"16,04";"28,17";"8,59";"10,08";"11,01";"8,00";"18,11";"112,23";"4,13";"29,73";"4,73";"28,91";"41,74";"41,47";"12,06";"4,73";"2.857,41";"1.939,84";"6,14";"323,07";"4,82";"12,56";"1,42";"50,81";"50,00";"5,69";"5,08";"1.107,69";"1.199,35";"1.002,72";"599,61";"35,45";"76,57";"1,64";"17,59";"80,77";"0,27";"6,14";"4,73";"10,52"
"12062";"Elbe-Elster";"Kreise";"6,09";"6,51";"6,16";"11,35";"59,27";"23,22";"6,80";"5,56";"21,69";"5,61";"49,96";"28,18";"32,50";"54,74";"11,70";"84,68";"90,91";"9,01";"78,12";"5,69";"9,48";"78,69";"5,72";"0,28";"29,57";"37,97";"23,18";"91,11";"16,08";"4,25";"4,44";"45,26";"40,62";"67,87";"50,28";"1,50";"75,10";"16,07";"28,38";"4,23";"8,94";"10,74";"7,04";"24,60";"112,20";"12,48";"15,33";"3,02";"31,59";"31,54";"45,72";"14,42";"8,32";"2.596,06";"1.809,95";"4,64";"442,03";"7,73";"12,72";"1,11";"50,00";"50,00";"6,78";"7,37";"933,78";"1.037,61";"804,71";"628,78";"27,76";"63,87";"3,32";"31,37";"65,31";"0,30";"4,64";"8,32";"5,61"
"12063";"Havelland";"Kreise";"4,73";"5,61";"5,69";"8,87";"55,40";"30,09";"4,72";"6,49";"286,89";"8,38";"45,79";"45,31";"32,46";"52,12";"12,23";"80,87";"87,63";"10,14";"68,46";"10,11";"14,65";"67,69";"9,35";"0,08";"22,07";"27,28";"17,34";"87,23";"16,59";"3,11";"6,81";"47,74";"37,90";"61,48";"35,04";"1,50";"76,40";"16,95";"29,80";"10,32";"9,86";"9,87";"6,88";"16,33";"109,49";"8,56";"20,84";"3,80";"29,89";"48,93";"33,45";"11,79";"5,82";"2.609,52";"1.917,53";"2,91";"387,68";"5,76";"13,41";"1,25";"48,98";"51,02";"5,12";"5,99";"1.079,85";"1.175,44";"969,23";"567,95";"22,60";"62,82";"2,10";"25,81";"72,09";"0,28";"2,91";"5,82";"8,38"
"12064";"Märkisch-Oderland";"Kreise";"4,84";"5,59";"8,45";"11,11";"58,53";"21,91";"5,31";"6,64";"195,63";"8,52";"46,13";"38,81";"33,62";"51,82";"13,21";"82,46";"86,67";"11,48";"67,97";"9,31";"13,14";"70,62";"7,86";"0,17";"22,47";"27,76";"17,70";"78,57";"19,73";"3,75";"5,07";"48,03";"42,12";"50,16";"29,99";"1,41";"75,70";"14,86";"28,69";"7,48";"8,49";"11,13";"10,20";"19,15";"101,75";"5,06";"33,14";"3,85";"31,08";"29,93";"47,17";"16,18";"6,71";"2.794,53";"1.918,13";"3,83";"510,57";"6,13";"16,27";"1,10";"48,65";"52,25";"7,25";"6,25";"999,41";"1.058,99";"930,09";"597,43";"23,63";"66,44";"2,34";"24,82";"72,84";"0,23";"3,83";"6,71";"8,52"
"12065";"Oberhavel";"Kreise";"4,53";"4,93";"7,81";"11,11";"58,46";"22,62";"4,25";"5,30";"221,52";"10,25";"44,22";"46,13";"32,25";"52,56";"12,25";"82,24";"88,18";"14,24";"65,74";"9,51";"15,00";"67,49";"8,77";"0,05";"21,34";"25,72";"17,52";"87,97";"20,14";"3,51";"5,72";"48,87";"39,49";"50,89";"31,51";"1,43";"77,00";"16,74";"28,94";"9,61";"9,76";"10,97";"7,01";"16,97";"109,55";"7,77";"23,79";"2,30";"29,64";"41,65";"37,55";"14,73";"5,23";"2.952,64";"1.986,31";"5,20";"144,43";"5,58";"11,32";"1,54";"54,66";"45,96";"4,82";"5,68";"1.111,32";"1.200,07";"1.009,98";"578,07";"30,05";"81,07";"0,91";"31,82";"67,27";"0,28";"5,20";"5,23";"10,25"
"12066";"Oberspreewald-Lausitz";"Kreise";"6,49";"7,09";"9,59";"10,10";"57,15";"23,16";"7,74";"5,04";"34,00";"6,10";"47,61";"39,81";"33,12";"55,39";"10,39";"85,58";"93,16";"12,58";"73,60";"6,77";"10,99";"75,00";"7,02";"0,60";"26,18";"31,24";"22,19";"90,11";"21,79";"4,28";"5,39";"44,94";"38,72";"49,58";"31,14";"1,62";"73,10";"14,06";"28,81";"4,17";"9,67";"10,73";"7,46";"25,09";"112,13";"5,45";"35,59";"3,90";"30,23";"27,88";"40,12";"20,25";"11,75";"2.876,29";"1.876,95";"4,16";"439,25";"9,06";"21,37";"1,09";"50,00";"50,00";"3,67";"7,91";"932,28";"1.014,01";"836,10";"605,50";"28,92";"63,35";"1,58";"34,51";"63,91";"0,49";"4,16";"11,75";"6,10"
"12067";"Oder-Spree";"Kreise";"5,54";"6,36";"6,43";"12,05";"59,91";"21,55";"5,65";"6,95";"114,14";"8,11";"46,55";"38,64";"28,98";"50,21";"10,84";"83,29";"89,25";"13,23";"69,16";"8,68";"13,65";"70,89";"7,60";"0,17";"24,72";"29,64";"20,29";"85,38";"16,15";"4,09";"6,48";"47,85";"79,37";"80,63";"54,43";"1,50";"75,70";"14,26";"28,97";"6,93";"9,03";"11,25";"8,90";"20,67";"101,66";"11,26";"16,90";"6,48";"30,27";"34,53";"43,56";"12,11";"9,80";"2.971,76";"1.934,45";"8,01";"818,10";"7,59";"20,50";"1,34";"54,41";"46,32";"6,72";"7,31";"1.027,32";"1.079,61";"965,52";"595,25";"30,15";"72,35";"1,44";"39,03";"59,53";"0,26";"8,01";"9,80";"8,11"
"12068";"Ostprignitz-Ruppin";"Kreise";"5,76";"6,75";"9,76";"10,27";"58,06";"21,99";"5,31";"7,85";"49,91";"7,27";"47,79";"42,83";"34,59";"54,32";"11,04";"81,66";"87,12";"11,43";"72,29";"9,12";"10,12";"73,82";"8,96";"0,08";"26,17";"32,90";"20,44";"90,28";"16,46";"3,81";"5,54";"44,75";"44,77";"49,47";"29,29";"1,52";"70,40";"16,24";"34,41";"7,10";"7,31";"8,49";"8,23";"18,23";"109,56";"11,61";"39,83";"5,86";"37,63";"31,69";"39,67";"18,90";"9,74";"2.723,36";"1.798,78";"9,97";"509,82";"7,78";"26,31";"1,60";"45,45";"54,55";"7,39";"8,07";"982,30";"1.048,13";"895,18";"591,10";"29,81";"63,77";"3,99";"29,56";"66,45";"0,20";"9,97";"9,74";"7,27"
"12069";"Potsdam-Mittelmark";"Kreise";"3,84";"4,41";"6,59";"11,58";"62,15";"19,63";"3,91";"4,72";"207,41";"8,52";"46,99";"42,66";"34,23";"54,27";"12,04";"82,53";"85,68";"14,91";"64,50";"9,15";"20,11";"64,46";"7,71";"0,43";"18,41";"24,91";"14,29";"85,56";"27,75";"3,35";"6,24";"47,69";"34,51";"57,74";"37,63";"1,38";"80,70";"16,73";"29,86";"12,66";"10,74";"9,55";"7,39";"13,08";"104,17";"12,22";"19,52";"7,21";"28,54";"50,22";"35,28";"9,30";"5,20";"2.877,74";"2.120,68";"2,95";"380,94";"3,44";"9,51";"1,19";"53,17";"47,62";"6,20";"3,97";"1.122,71";"1.216,27";"1.018,52";"590,33";"28,03";"69,21";"2,16";"20,27";"77,56";"0,19";"2,95";"5,20";"8,52"
"12070";"Prignitz";"Kreise";"7,10";"7,46";"6,55";"10,48";"64,72";"18,17";"6,34";"8,41";"32,76";"5,99";"51,23";"44,38";"32,43";"54,01";"11,58";"82,85";"89,12";"8,41";"75,69";"8,16";"8,28";"75,20";"8,35";"1,49";"27,96";"34,71";"21,78";"92,96";"19,23";"4,32";"6,24";"43,45";"46,12";"49,67";"30,31";"1,55";"71,40";"16,51";"34,64";"5,16";"7,61";"8,77";"8,09";"19,22";"109,29";"9,44";"25,35";"4,04";"35,68";"27,29";"44,91";"14,51";"13,30";"2.633,65";"1.828,95";"4,68";"321,31";"9,72";"18,14";"1,26";"50,00";"50,00";"3,84";"9,02";"939,24";"1.017,16";"844,49";"611,31";"31,69";"67,65";"4,73";"35,70";"59,57";"0,27";"4,68";"13,30";"5,99"
"12071";"Spree-Neiße";"Kreise";"5,52";"5,99";"9,58";"11,08";"66,17";"13,17";"5,80";"5,15";"20,60";"5,46";"49,84";"36,32";"30,80";"54,21";"11,82";"86,21";"91,98";"9,23";"73,02";"6,80";"11,29";"74,67";"7,08";"1,21";"27,09";"34,02";"21,54";"63,46";"16,15";"4,08";"5,07";"52,20";"0,00";"44,14";"27,84";"1,50";"76,30";"14,39";"27,93";"4,01";"10,54";"9,02";"6,72";"27,39";"112,21";"23,06";"38,97";"5,36";"29,06";"33,78";"41,76";"15,96";"8,51";"2.824,48";"1.919,66";"4,19";"1.137,23";"7,27";"23,91";"1,18";"48,10";"51,90";"4,82";"6,71";"952,52";"1.028,95";"860,62";"631,84";"41,10";"104,57";"1,48";"63,52";"35,00";"0,37";"4,19";"8,51";"5,46"
"12072";"Teltow-Fläming";"Kreise";"4,10";"4,74";"5,79";"9,70";"60,89";"23,59";"4,58";"4,44";"264,01";"8,01";"44,83";"48,89";"25,23";"46,10";"10,36";"82,50";"88,03";"13,16";"64,54";"11,10";"12,84";"69,78";"9,16";"1,26";"21,29";"25,71";"17,15";"93,53";"21,89";"3,30";"8,13";"44,52";"28,15";"76,74";"47,48";"1,51";"75,30";"15,98";"29,52";"8,52";"9,48";"11,50";"7,90";"17,10";"104,27";"4,88";"30,05";"3,36";"26,57";"34,77";"45,54";"11,85";"7,85";"2.776,78";"1.879,67";"2,90";"483,83";"5,17";"14,58";"1,60";"51,94";"48,06";"5,16";"5,57";"1.043,50";"1.127,33";"946,26";"600,65";"37,25";"77,43";"1,32";"38,61";"60,07";"0,26";"2,90";"7,85";"8,01"
"12073";"Uckermark";"Kreise";"9,47";"9,79";"10,86";"15,44";"59,35";"14,48";"8,75";"11,67";"28,84";"6,17";"48,62";"34,65";"35,49";"57,24";"10,76";"81,89";"88,86";"10,75";"73,54";"7,54";"9,96";"74,42";"8,22";"0,74";"26,43";"32,77";"21,30";"84,62";"17,39";"4,26";"5,56";"50,46";"41,92";"40,49";"24,36";"1,60";"70,50";"15,94";"33,80";"5,38";"7,07";"8,32";"8,32";"21,16";"100,00";"8,86";"29,12";"3,83";"36,77";"30,62";"43,03";"14,22";"12,14";"2.744,59";"1.777,40";"5,73";"583,07";"13,05";"28,99";"1,40";"45,92";"54,08";"6,86";"11,38";"932,91";"1.020,00";"838,13";"581,99";"36,06";"82,80";"3,13";"37,32";"59,55";"0,17";"5,73";"12,14";"6,17"
"13003";"Rostock";"Kreise";"6,18";"7,83";"13,47";"11,02";"60,68";"14,83";"6,70";"6,30";"408,13";"9,94";"39,53";"43,96";"30,40";"45,21";"6,47";"79,44";"84,14";"20,59";"62,95";"9,41";"22,55";"60,27";"10,03";"1,85";"17,04";"20,21";"14,17";"83,72";"25,31";"3,97";"8,43";"46,92";"38,73";"63,10";"48,91";"1,20";"72,80";"12,54";"29,30";"14,62";"8,76";"9,26";"14,15";"11,37";"116,11";"22,56";"31,90";"7,24";"38,64";"44,77";"36,08";"8,91";"10,24";"3.134,70";"1.764,65";"7,62";"564,79";"9,52";"19,74";"3,03";"52,56";"47,44";"3,14";"9,38";"1.042,69";"1.098,25";"975,65";"414,72";"40,72";"70,37";"0,00";"21,99";"77,98";"3,21";"7,62";"10,24";"9,94"
"13004";"Schwerin";"Kreise";"8,18";"9,51";"13,89";"11,98";"57,18";"17,01";"6,91";"9,94";"216,13";"7,95";"42,95";"29,93";"31,67";"45,29";"6,69";"80,06";"85,04";"18,68";"64,58";"9,23";"17,98";"63,60";"9,58";"0,00";"23,22";"28,37";"18,68";"75,00";"22,44";"4,06";"11,90";"47,62";"57,37";"113,84";"76,46";"1,37";"72,20";"14,49";"31,25";"11,14";"8,91";"8,21";"12,34";"13,66";"118,76";"32,35";"34,95";"8,31";"39,31";"42,87";"37,28";"8,44";"11,40";"3.201,42";"1.817,22";"11,48";"2.420,82";"14,16";"19,83";"4,27";"57,01";"42,99";"2,09";"13,07";"998,05";"1.029,92";"961,17";"453,39";"44,12";"64,20";"0,00";"17,19";"82,75";"5,12";"11,48";"11,40";"7,95"
"13071";"Mecklenburgische Seenplatte";"Kreise";"7,56";"9,20";"7,92";"10,84";"62,71";"18,54";"7,32";"9,50";"44,01";"5,92";"46,77";"35,73";"32,96";"51,98";"9,28";"81,64";"85,54";"11,60";"73,65";"8,20";"11,46";"73,65";"8,19";"0,01";"25,54";"32,04";"20,01";"83,23";"17,80";"3,95";"4,95";"46,62";"52,75";"44,17";"25,39";"1,48";"69,50";"18,17";"29,36";"5,24";"7,48";"7,75";"11,29";"20,72";"108,23";"15,01";"31,04";"7,88";"37,79";"34,22";"41,89";"12,14";"11,74";"2.701,09";"1.810,21";"6,51";"1.181,98";"9,74";"28,05";"1,16";"47,62";"52,38";"3,77";"8,80";"948,56";"1.005,78";"883,93";"564,85";"30,80";"65,13";"4,70";"24,93";"70,37";"0,09";"6,51";"11,74";"5,92"
"13072";"Landkreis Rostock";"Kreise";"5,12";"5,71";"7,56";"10,92";"64,16";"17,36";"5,08";"6,54";"138,42";"7,16";"46,76";"42,90";"32,57";"52,38";"10,34";"81,13";"82,51";"11,51";"71,87";"7,32";"13,41";"72,06";"6,58";"0,05";"24,86";"31,24";"19,17";"90,40";"16,01";"3,34";"5,01";"45,10";"46,40";"55,32";"33,95";"1,60";"73,20";"18,38";"29,61";"6,68";"9,04";"8,32";"9,98";"18,00";"116,12";"9,92";"32,36";"12,73";"35,68";"28,45";"51,58";"12,51";"7,45";"2.627,73";"1.905,16";"3,64";"565,75";"6,16";"23,92";"1,13";"45,31";"54,69";"3,54";"6,10";"1.024,66";"1.118,52";"920,64";"581,61";"28,77";"66,79";"5,62";"26,06";"68,32";"0,17";"3,64";"7,45";"7,16"
"13073";"Vorpommern-Rügen";"Kreise";"8,09";"9,20";"6,12";"10,64";"59,92";"23,31";"8,35";"10,13";"123,35";"6,90";"47,92";"44,14";"30,50";"46,45";"10,74";"80,68";"83,55";"10,70";"73,27";"7,76";"10,79";"73,38";"7,68";"0,10";"25,06";"29,64";"20,89";"81,82";"15,83";"3,85";"6,10";"48,61";"42,01";"51,90";"32,76";"1,33";"69,00";"19,28";"25,63";"6,57";"7,96";"8,72";"11,51";"20,32";"111,02";"9,25";"40,08";"21,70";"37,45";"29,28";"48,18";"13,87";"8,67";"2.598,22";"1.823,11";"5,02";"1.086,83";"8,95";"27,31";"1,20";"49,01";"50,99";"3,50";"8,23";"982,72";"1.067,50";"889,52";"553,32";"27,11";"61,48";"4,47";"17,41";"78,12";"0,15";"5,02";"8,67";"6,90"
