Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"13074";"Nordwestmecklenburg";"Kreise";"6,05";"6,78";"5,66";"9,14";"61,19";"24,00";"6,33";"6,77";"103,43";"7,01";"46,24";"38,30";"31,55";"52,52";"9,97";"81,86";"86,87";"12,15";"70,12";"9,07";"11,79";"72,24";"8,48";"0,42";"22,74";"28,23";"17,96";"91,24";"19,01";"3,46";"5,30";"48,16";"55,40";"52,77";"32,97";"1,43";"70,60";"16,87";"33,22";"8,56";"7,86";"7,26";"10,23";"16,00";"118,80";"9,06";"32,02";"14,94";"36,87";"31,59";"44,99";"12,96";"10,46";"2.876,34";"1.842,64";"3,87";"1.250,39";"6,70";"19,77";"1,94";"52,53";"48,10";"2,49";"6,78";"1.034,53";"1.133,51";"923,21";"573,51";"28,32";"72,13";"4,48";"40,81";"54,71";"0,25";"3,87";"10,46";"7,01"
"13075";"Vorpommern-Greifswald";"Kreise";"7,54";"9,15";"9,04";"12,65";"59,19";"19,09";"8,13";"9,01";"92,49";"6,67";"47,53";"37,39";"35,13";"50,23";"9,27";"77,06";"81,47";"14,33";"68,80";"9,03";"14,35";"69,98";"8,94";"0,04";"20,68";"25,63";"16,63";"76,77";"18,18";"3,89";"6,16";"50,12";"38,90";"49,77";"30,81";"1,25";"70,20";"19,17";"24,72";"7,36";"8,04";"9,26";"9,48";"21,98";"121,25";"13,67";"42,02";"11,93";"38,60";"30,26";"43,17";"16,64";"9,93";"2.682,54";"1.730,45";"9,44";"1.808,24";"9,51";"28,09";"1,51";"45,88";"54,12";"3,91";"8,73";"954,64";"1.022,03";"874,95";"536,34";"27,33";"59,63";"4,08";"18,93";"76,98";"0,13";"9,44";"9,93";"6,67"
"13076";"Ludwigslust-Parchim";"Kreise";"5,46";"5,80";"4,32";"9,83";"59,60";"26,25";"5,58";"6,49";"44,87";"6,42";"47,52";"50,55";"27,66";"48,08";"9,82";"83,31";"88,90";"8,31";"72,01";"8,39";"8,84";"72,95";"8,22";"0,02";"26,11";"33,56";"19,47";"93,44";"16,30";"3,34";"7,05";"44,25";"36,19";"60,86";"42,16";"1,56";"72,70";"18,23";"32,40";"5,28";"8,17";"7,76";"10,26";"17,90";"118,83";"5,78";"39,05";"18,59";"32,98";"27,37";"47,99";"12,51";"12,12";"2.644,39";"1.902,90";"4,42";"947,69";"6,38";"20,86";"1,24";"47,45";"52,55";"4,77";"6,50";"1.006,06";"1.093,32";"910,63";"604,16";"27,93";"69,22";"7,27";"32,18";"60,55";"0,14";"4,42";"12,12";"6,42"
"14511";"Chemnitz, Stadt";"Kreise";"6,94";"7,26";"12,31";"13,73";"56,31";"17,58";"7,12";"7,82";"130,35";"5,49";"43,31";"33,59";"32,65";"51,26";"7,75";"81,39";"86,95";"20,85";"65,25";"8,30";"21,89";"64,18";"8,41";"0,18";"20,93";"23,21";"18,89";"85,29";"27,31";"4,03";"12,09";"44,48";"54,82";"87,82";"58,38";"1,39";"74,60";"14,84";"23,37";"9,08";"11,31";"9,09";"10,75";"21,56";"107,21";"28,05";"34,44";"8,85";"38,66";"31,69";"45,85";"8,46";"13,99";"3.018,54";"1.838,02";"10,06";"525,98";"9,66";"23,11";"2,10";"58,54";"41,46";"8,51";"8,91";"972,76";"1.042,42";"891,26";"508,45";"38,30";"63,86";"0,11";"24,53";"75,36";"3,31";"10,06";"13,99";"5,49"
"14521";"Erzgebirgskreis";"Kreise";"4,15";"4,63";"5,62";"9,68";"64,61";"20,09";"4,49";"4,81";"69,95";"5,34";"46,11";"34,37";"34,32";"58,00";"11,14";"88,27";"93,00";"10,46";"78,77";"6,65";"11,13";"78,68";"6,36";"0,51";"32,35";"39,65";"26,58";"95,80";"15,45";"4,33";"3,55";"45,93";"50,78";"39,43";"28,40";"1,68";"76,90";"19,24";"18,38";"3,46";"10,32";"10,74";"7,71";"30,15";"114,47";"9,65";"26,10";"6,43";"37,28";"24,68";"58,70";"9,51";"7,10";"2.520,53";"1.849,66";"6,11";"528,11";"4,81";"17,64";"0,67";"55,88";"44,12";"5,66";"4,58";"952,20";"1.038,53";"838,42";"617,49";"25,70";"56,70";"1,56";"37,57";"60,87";"0,40";"6,11";"7,10";"5,34"
"14522";"Mittelsachsen";"Kreise";"4,70";"4,92";"9,18";"11,41";"58,07";"21,39";"5,19";"5,30";"47,21";"5,56";"47,06";"37,74";"31,42";"53,12";"10,29";"86,73";"90,99";"13,62";"75,01";"6,54";"13,45";"75,42";"6,40";"0,90";"28,45";"33,44";"24,29";"94,43";"17,67";"4,40";"5,08";"43,89";"37,65";"42,20";"28,06";"1,60";"76,70";"17,91";"18,88";"4,61";"11,46";"9,72";"8,00";"29,43";"111,90";"8,85";"29,64";"3,98";"31,77";"28,64";"51,46";"10,24";"9,66";"2.607,18";"1.866,43";"4,30";"411,01";"5,54";"18,97";"0,83";"51,03";"48,97";"3,19";"4,96";"971,69";"1.047,52";"885,11";"599,23";"29,76";"65,03";"2,47";"36,34";"61,19";"0,30";"4,30";"9,66";"5,56"
"14523";"Vogtlandkreis";"Kreise";"4,84";"5,22";"4,89";"9,42";"64,05";"21,61";"4,82";"5,83";"56,53";"5,00";"49,77";"41,23";"33,46";"55,15";"10,88";"85,63";"90,75";"11,82";"76,01";"6,99";"12,55";"76,02";"6,96";"0,38";"29,41";"34,55";"25,30";"95,02";"16,67";"4,50";"5,75";"47,06";"45,67";"40,25";"22,36";"1,54";"74,50";"19,67";"22,36";"4,60";"10,07";"9,39";"8,86";"25,06";"122,91";"14,01";"22,95";"8,43";"33,45";"28,93";"54,17";"8,81";"8,10";"2.592,55";"1.858,12";"7,81";"843,86";"5,93";"17,85";"1,01";"50,71";"49,29";"4,70";"5,44";"976,96";"1.061,47";"866,02";"616,14";"28,11";"59,89";"1,56";"35,37";"63,07";"0,49";"7,81";"8,10";"5,00"
"14524";"Zwickau";"Kreise";"4,61";"4,81";"5,88";"8,89";"58,79";"26,40";"5,06";"4,56";"51,60";"5,58";"47,19";"42,52";"28,95";"53,03";"9,33";"86,92";"93,53";"12,32";"75,61";"7,42";"13,18";"74,85";"7,37";"0,55";"27,32";"32,08";"23,57";"95,17";"20,67";"4,40";"5,65";"44,90";"43,50";"42,33";"27,27";"1,64";"74,90";"18,27";"21,12";"4,94";"10,81";"10,42";"9,16";"25,28";"114,23";"14,58";"29,79";"6,80";"35,66";"33,13";"52,89";"5,66";"8,32";"2.891,71";"1.910,50";"6,45";"394,35";"6,53";"20,98";"0,94";"54,60";"45,40";"4,36";"5,83";"959,53";"1.059,33";"854,65";"599,39";"33,06";"65,41";"0,87";"40,91";"58,22";"0,71";"6,45";"8,32";"5,58"
"14612";"Dresden, Stadt";"Kreise";"5,66";"5,83";"16,02";"15,21";"54,37";"14,38";"6,42";"5,28";"0,00";"8,09";"39,54";"43,46";"33,72";"49,51";"7,35";"81,17";"87,54";"29,75";"56,98";"7,99";"33,07";"53,08";"8,44";"0,08";"17,01";"18,74";"15,44";"87,75";"25,39";"3,66";"10,77";"48,06";"35,72";"71,71";"54,71";"1,23";"80,10";"14,45";"17,69";"16,80";"12,03";"10,28";"11,13";"17,61";"103,12";"20,48";"37,56";"9,33";"32,99";"42,70";"44,99";"5,36";"6,96";"3.382,00";"1.835,56";"6,48";"0,00";"8,09";"18,08";"2,21";"54,70";"45,30";"6,19";"7,83";"1.041,10";"1.090,96";"984,74";"411,87";"43,34";"70,76";"0,07";"21,96";"77,97";"1,70";"6,48";"6,96";"8,09"
"14625";"Bautzen";"Kreise";"4,90";"5,47";"6,38";"10,40";"63,56";"19,64";"6,29";"4,85";"42,28";"5,70";"46,19";"41,13";"32,71";"55,38";"9,25";"86,63";"92,02";"12,78";"74,17";"6,68";"13,36";"74,90";"6,30";"0,99";"28,93";"36,17";"23,08";"94,77";"20,13";"4,35";"3,67";"47,71";"50,42";"37,54";"23,84";"1,74";"77,30";"18,25";"16,94";"4,34";"11,45";"9,89";"7,75";"31,37";"120,28";"9,02";"22,79";"6,03";"31,40";"28,42";"55,76";"8,24";"7,59";"2.641,84";"1.882,94";"5,50";"486,88";"5,49";"18,73";"0,82";"52,52";"46,76";"3,81";"5,08";"982,41";"1.065,09";"882,09";"611,47";"29,76";"60,85";"1,58";"37,98";"60,45";"0,23";"5,50";"7,59";"5,70"
"14626";"Görlitz";"Kreise";"6,86";"8,17";"9,46";"12,05";"65,51";"13,03";"9,01";"7,00";"38,40";"5,32";"50,02";"40,43";"37,05";"58,23";"10,06";"83,58";"89,49";"13,31";"73,28";"6,50";"13,00";"74,33";"6,66";"0,59";"27,14";"34,03";"21,84";"87,64";"16,12";"4,66";"6,65";"51,26";"34,20";"42,15";"25,29";"1,59";"75,00";"18,30";"16,85";"4,87";"9,96";"9,98";"7,50";"32,53";"120,17";"12,70";"31,97";"6,90";"33,02";"25,73";"55,41";"9,21";"9,65";"2.507,48";"1.761,12";"6,57";"810,68";"8,97";"26,07";"1,19";"49,18";"50,82";"4,35";"7,81";"984,17";"1.074,85";"860,01";"575,62";"30,89";"67,09";"1,50";"42,10";"56,40";"0,28";"6,57";"9,65";"5,32"
"14627";"Meißen";"Kreise";"4,97";"5,38";"10,70";"11,24";"61,73";"16,37";"6,15";"4,30";"0,00";"6,06";"46,77";"43,35";"29,97";"52,78";"10,13";"85,29";"91,75";"13,70";"73,85";"6,79";"15,29";"72,62";"6,48";"0,47";"27,83";"34,64";"22,37";"93,65";"18,89";"4,48";"4,92";"45,72";"45,50";"47,11";"29,76";"1,57";"75,80";"17,56";"17,65";"6,01";"11,66";"10,09";"7,27";"29,77";"110,67";"9,60";"36,08";"7,21";"35,34";"29,83";"55,31";"8,24";"6,63";"2.765,36";"1.936,18";"4,91";"530,94";"6,04";"18,69";"1,02";"52,14";"47,86";"4,53";"5,58";"976,07";"1.041,39";"901,34";"578,47";"30,41";"64,70";"2,20";"37,27";"60,53";"0,40";"4,91";"6,63";"6,06"
"14628";"Sächsische Schweiz-Osterzgebirge";"Kreise";"4,49";"4,98";"6,72";"10,58";"62,51";"20,24";"4,96";"5,03";"153,96";"6,44";"44,86";"39,44";"32,33";"52,46";"11,00";"86,57";"91,84";"13,67";"74,03";"7,56";"14,28";"74,30";"6,95";"1,64";"28,01";"34,08";"22,83";"93,67";"15,77";"4,33";"4,33";"49,16";"49,24";"42,52";"25,16";"1,55";"77,20";"17,11";"15,47";"5,27";"11,71";"10,85";"7,66";"31,93";"110,92";"9,23";"30,31";"6,20";"40,74";"26,79";"55,33";"8,86";"9,01";"2.651,30";"1.894,56";"4,52";"626,57";"5,44";"19,50";"0,99";"52,55";"47,45";"4,82";"5,13";"961,80";"1.035,29";"878,71";"588,28";"25,34";"60,20";"2,04";"36,42";"61,53";"0,34";"4,52";"9,01";"6,44"
"14713";"Leipzig, Stadt";"Kreise";"6,04";"6,75";"10,82";"12,57";"56,18";"20,43";"6,42";"5,63";"541,55";"8,00";"40,04";"39,13";"34,47";"49,04";"7,87";"76,59";"83,08";"26,06";"57,31";"9,22";"30,71";"52,74";"9,69";"0,12";"16,52";"18,50";"14,90";"86,67";"29,75";"3,25";"12,95";"46,08";"33,96";"85,69";"59,83";"1,15";"76,60";"14,01";"20,90";"18,52";"10,14";"9,44";"13,68";"13,32";"101,10";"15,82";"38,00";"12,02";"33,49";"41,50";"39,54";"9,98";"8,98";"3.203,41";"1.705,87";"6,40";"806,19";"10,39";"18,35";"3,19";"54,33";"45,67";"6,26";"10,05";"1.035,83";"1.078,92";"984,71";"380,34";"39,55";"67,66";"0,06";"20,62";"79,31";"1,91";"6,40";"8,98";"8,00"
"14729";"Leipzig";"Kreise";"4,86";"5,43";"6,61";"11,26";"64,59";"17,58";"5,19";"5,74";"141,49";"6,28";"47,45";"42,10";"32,72";"54,67";"12,06";"84,93";"89,33";"12,06";"74,67";"6,90";"14,90";"72,26";"6,54";"0,24";"26,71";"32,80";"21,95";"84,97";"16,54";"3,89";"3,95";"45,63";"50,14";"48,26";"31,14";"1,55";"76,20";"20,39";"21,26";"5,85";"11,42";"9,42";"7,70";"23,97";"108,04";"7,84";"28,96";"5,00";"34,62";"30,89";"52,08";"9,01";"8,03";"2.656,49";"1.963,09";"4,48";"593,91";"6,35";"16,12";"0,89";"53,54";"46,46";"5,03";"5,87";"1.008,32";"1.094,98";"916,55";"597,93";"29,89";"75,66";"1,82";"39,41";"58,77";"0,35";"4,48";"8,03";"6,28"
"14730";"Nordsachsen";"Kreise";"6,17";"6,43";"5,96";"10,20";"61,58";"22,30";"7,10";"7,41";"74,02";"6,29";"46,97";"48,15";"32,00";"51,20";"9,96";"86,08";"91,19";"11,75";"71,56";"8,52";"11,34";"74,22";"7,80";"0,34";"27,71";"33,62";"22,58";"88,95";"13,89";"3,84";"6,03";"43,18";"34,65";"63,88";"44,01";"1,59";"73,90";"19,53";"21,00";"4,64";"10,59";"9,47";"7,53";"27,23";"107,96";"17,19";"24,22";"4,57";"32,77";"27,50";"52,13";"9,92";"10,45";"2.767,26";"1.900,35";"7,30";"1.150,06";"7,07";"21,87";"1,11";"53,39";"46,61";"7,97";"6,85";"954,74";"1.025,03";"878,84";"586,97";"32,00";"66,97";"2,90";"29,78";"67,32";"0,26";"7,30";"10,45";"6,29"
"15001";"Dessau-Roßlau, Stadt";"Kreise";"6,94";"8,68";"13,20";"8,57";"62,46";"15,76";"6,23";"10,15";"105,64";"6,35";"48,63";"33,53";"30,10";"46,19";"7,32";"82,84";"88,04";"16,59";"71,06";"7,66";"14,78";"71,78";"7,86";"0,13";"25,65";"29,81";"22,19";"93,15";"22,48";"5,08";"8,62";"47,28";"50,71";"57,08";"32,10";"1,38";"66,90";"20,60";"28,12";"7,34";"9,95";"7,39";"9,07";"17,52";"115,12";"18,79";"34,07";"11,22";"36,58";"29,86";"47,87";"10,90";"11,37";"3.058,07";"1.869,55";"11,33";"75,33";"12,01";"21,92";"1,49";"55,26";"44,74";"4,19";"9,79";"957,79";"1.021,28";"873,24";"527,20";"33,29";"63,92";"0,37";"29,96";"69,67";"2,45";"11,33";"11,37";"6,35"
"15002";"Halle (Saale), Stadt";"Kreise";"7,57";"9,25";"11,65";"10,08";"59,77";"18,50";"7,29";"7,47";"286,62";"7,09";"41,44";"38,01";"35,11";"48,24";"6,35";"74,77";"84,07";"22,59";"62,06";"9,93";"23,22";"58,02";"11,74";"0,08";"16,45";"18,18";"14,98";"81,94";"24,80";"3,54";"13,57";"46,69";"42,29";"72,19";"49,29";"1,19";"70,20";"16,91";"23,91";"14,85";"10,03";"8,21";"12,31";"13,80";"103,73";"22,89";"34,81";"9,91";"39,22";"35,84";"40,03";"11,71";"12,43";"3.169,91";"1.653,14";"11,90";"1.949,58";"14,25";"19,95";"2,25";"51,71";"47,91";"4,87";"12,59";"985,73";"1.016,68";"943,48";"395,51";"34,23";"64,72";"0,03";"15,34";"84,63";"4,19";"11,90";"12,43";"7,09"
"15003";"Magdeburg, Landeshauptstadt";"Kreise";"7,65";"8,70";"14,64";"10,67";"59,03";"15,66";"7,94";"7,39";"182,95";"6,53";"43,23";"40,10";"33,65";"47,60";"6,64";"80,78";"86,77";"20,54";"64,37";"8,64";"23,02";"59,83";"9,82";"0,19";"18,48";"21,81";"15,54";"79,61";"25,13";"3,67";"13,41";"45,69";"41,99";"99,91";"79,84";"1,36";"69,60";"17,56";"26,17";"11,89";"9,58";"9,83";"10,99";"13,99";"109,70";"22,97";"37,15";"11,13";"33,91";"32,73";"46,55";"7,81";"12,76";"3.133,37";"1.744,05";"9,34";"459,53";"12,20";"18,30";"2,60";"55,74";"44,26";"5,31";"11,07";"1.010,42";"1.052,51";"946,00";"468,90";"38,04";"64,83";"0,11";"17,33";"82,56";"2,94";"9,34";"12,76";"6,53"
"15081";"Altmarkkreis Salzwedel";"Kreise";"5,86";"6,63";"7,06";"9,38";"65,29";"18,27";"5,26";"7,38";"22,37";"5,70";"52,62";"43,30";"32,68";"54,54";"9,30";"83,14";"88,76";"8,80";"75,96";"9,35";"8,73";"77,30";"8,11";"0,13";"25,78";"32,98";"19,41";"85,94";"16,59";"3,68";"5,21";"44,78";"41,99";"45,34";"30,67";"1,60";"69,10";"21,31";"27,57";"5,57";"8,63";"9,01";"10,17";"17,74";"105,51";"8,44";"28,88";"11,21";"34,23";"27,02";"49,19";"12,10";"11,69";"2.635,30";"1.883,87";"4,45";"715,17";"7,63";"19,59";"1,39";"46,67";"51,67";"3,84";"7,51";"945,33";"1.041,41";"829,25";"617,57";"27,06";"64,50";"8,88";"33,19";"57,93";"0,25";"4,45";"11,69";"5,70"
"15082";"Anhalt-Bitterfeld";"Kreise";"6,76";"6,87";"7,85";"7,98";"60,36";"23,81";"6,44";"8,40";"41,64";"5,89";"49,28";"47,87";"26,49";"46,14";"8,23";"79,90";"85,50";"11,24";"73,50";"7,07";"9,49";"75,43";"7,13";"0,13";"24,42";"29,77";"19,99";"88,77";"21,62";"3,95";"6,13";"45,99";"41,02";"52,41";"31,42";"1,58";"65,90";"21,71";"24,36";"4,17";"9,08";"8,56";"10,06";"22,06";"115,13";"12,71";"29,88";"7,66";"30,24";"24,88";"51,69";"9,66";"13,77";"2.689,34";"1.840,81";"5,00";"1.155,01";"9,61";"20,53";"1,18";"49,53";"50,47";"3,82";"8,23";"965,92";"1.053,33";"862,59";"590,96";"34,41";"77,41";"3,78";"45,54";"50,68";"0,41";"5,00";"13,77";"5,89"
"15083";"Börde";"Kreise";"4,56";"5,35";"4,04";"8,16";"59,87";"27,98";"5,06";"5,78";"66,93";"6,05";"50,13";"43,16";"29,85";"52,76";"7,85";"83,58";"88,18";"9,36";"73,21";"8,94";"9,72";"76,28";"7,08";"0,25";"27,18";"33,03";"21,71";"92,78";"13,60";"3,27";"4,92";"43,10";"45,74";"44,19";"28,03";"1,49";"69,40";"22,12";"26,24";"4,79";"9,43";"8,43";"8,28";"20,71";"109,65";"9,17";"20,23";"6,68";"30,62";"28,69";"53,07";"10,25";"7,99";"2.780,50";"1.912,92";"3,16";"593,72";"5,91";"14,75";"1,18";"52,43";"47,57";"4,94";"5,85";"987,98";"1.063,51";"895,44";"623,91";"32,59";"73,73";"4,90";"39,04";"56,06";"0,25";"3,16";"7,99";"6,05"
"15084";"Burgenlandkreis";"Kreise";"6,27";"6,41";"4,77";"8,19";"67,35";"19,64";"5,56";"7,27";"46,99";"5,56";"48,32";"59,01";"29,17";"49,11";"8,90";"83,70";"90,71";"9,90";"72,03";"7,41";"9,06";"75,01";"7,25";"0,19";"25,19";"31,37";"20,53";"86,90";"19,56";"4,28";"7,48";"45,33";"40,56";"54,06";"37,24";"1,57";"67,60";"21,23";"22,94";"3,97";"10,16";"8,06";"8,65";"24,98";"124,68";"7,08";"33,97";"17,70";"34,88";"27,55";"50,20";"10,41";"11,84";"2.711,94";"1.821,34";"5,47";"1.030,16";"9,38";"17,45";"1,30";"55,22";"44,78";"4,34";"8,12";"968,98";"1.057,36";"867,92";"578,19";"27,55";"66,54";"2,80";"34,93";"62,27";"0,37";"5,47";"11,84";"5,56"
"15085";"Harz";"Kreise";"4,69";"5,69";"8,34";"10,84";"62,07";"18,75";"4,66";"5,97";"74,90";"5,94";"50,91";"30,68";"31,44";"51,82";"9,12";"82,44";"85,27";"10,54";"75,53";"7,16";"10,62";"76,06";"6,65";"0,11";"25,89";"33,35";"19,94";"91,67";"15,21";"4,04";"5,09";"39,67";"39,48";"67,90";"48,76";"1,48";"67,10";"22,32";"27,29";"5,67";"9,17";"8,54";"9,19";"17,83";"119,47";"10,45";"30,15";"10,78";"36,27";"29,30";"51,45";"10,05";"9,37";"2.826,32";"1.858,68";"6,21";"1.604,29";"8,04";"20,14";"1,17";"53,10";"46,90";"3,47";"7,30";"987,45";"1.057,38";"894,72";"589,83";"26,07";"61,38";"2,91";"33,64";"63,45";"0,23";"6,21";"9,37";"5,94"
"15086";"Jerichower Land";"Kreise";"6,63";"7,24";"4,56";"6,62";"58,24";"30,59";"6,89";"8,08";"62,94";"6,05";"51,31";"41,25";"30,65";"52,58";"8,56";"82,77";"85,05";"8,69";"74,91";"7,95";"10,74";"74,92";"7,17";"0,18";"26,21";"31,83";"21,09";"89,04";"17,00";"3,80";"5,47";"44,31";"45,61";"53,99";"30,67";"1,55";"68,00";"22,54";"27,20";"5,25";"8,90";"8,28";"8,79";"19,06";"109,85";"8,38";"34,13";"11,51";"31,07";"25,48";"53,85";"9,13";"11,54";"2.718,56";"1.907,54";"8,15";"1.007,71";"7,56";"13,73";"0,98";"47,92";"52,08";"2,69";"6,82";"993,08";"1.058,15";"918,26";"603,98";"29,08";"69,28";"5,55";"35,27";"59,19";"0,37";"8,15";"11,54";"6,05"
"15087";"Mansfeld-Südharz";"Kreise";"9,26";"9,69";"5,52";"10,95";"59,81";"23,73";"8,99";"11,36";"34,62";"5,62";"49,96";"34,00";"35,86";"56,76";"9,59";"82,64";"87,55";"8,17";"78,65";"8,22";"8,40";"79,20";"7,60";"0,12";"26,19";"32,13";"21,43";"89,52";"14,74";"4,33";"4,13";"43,09";"50,53";"36,98";"25,69";"1,58";"64,90";"21,47";"25,79";"3,04";"9,16";"7,47";"9,10";"23,97";"115,74";"7,79";"25,95";"4,96";"36,43";"19,30";"52,63";"14,33";"14,04";"2.673,08";"1.783,77";"6,08";"1.905,47";"12,16";"17,59";"1,06";"51,72";"47,13";"3,74";"10,18";"907,87";"998,43";"804,19";"604,56";"23,37";"60,51";"3,49";"33,52";"62,98";"0,32";"6,08";"14,04";"5,62"
"15088";"Saalekreis";"Kreise";"5,60";"6,42";"3,76";"7,67";"67,22";"21,28";"5,21";"7,75";"73,18";"5,90";"48,28";"41,16";"25,46";"48,56";"7,67";"84,81";"89,84";"10,97";"73,70";"8,18";"11,24";"75,43";"7,18";"0,30";"26,82";"34,07";"20,15";"81,35";"23,16";"3,37";"5,31";"42,19";"52,34";"47,64";"32,37";"1,58";"71,00";"22,05";"22,40";"4,58";"10,76";"8,32";"8,32";"23,58";"103,77";"13,81";"22,79";"6,49";"32,29";"24,39";"56,35";"10,66";"8,61";"2.877,34";"1.904,24";"3,24";"805,65";"8,00";"15,47";"1,19";"50,43";"49,57";"3,36";"7,10";"1.017,09";"1.098,79";"918,86";"627,43";"39,38";"86,32";"2,16";"49,53";"48,30";"0,39";"3,24";"8,61";"5,90"
"15089";"Salzlandkreis";"Kreise";"7,13";"8,20";"3,87";"6,97";"66,49";"22,68";"6,62";"7,08";"30,23";"5,59";"49,74";"38,96";"31,63";"52,65";"8,58";"79,98";"86,59";"9,96";"76,11";"7,61";"8,74";"76,89";"7,83";"0,40";"24,36";"31,39";"19,00";"88,27";"17,15";"3,98";"5,25";"48,81";"53,05";"51,01";"33,03";"1,53";"63,40";"21,96";"25,27";"3,99";"9,23";"7,75";"10,06";"21,74";"113,49";"8,38";"19,58";"4,80";"33,96";"21,28";"55,23";"12,66";"10,83";"2.799,24";"1.775,06";"6,27";"1.883,68";"10,96";"21,36";"1,47";"55,06";"45,57";"3,99";"9,56";"939,48";"1.022,00";"834,56";"565,67";"29,15";"70,33";"2,77";"41,78";"55,44";"0,41";"6,27";"10,83";"5,59"
"15090";"Stendal";"Kreise";"8,53";"9,25";"9,24";"9,49";"63,90";"17,38";"7,72";"9,82";"24,57";"5,99";"52,54";"25,67";"33,46";"54,13";"9,19";"80,74";"85,84";"10,65";"76,96";"7,82";"10,54";"76,62";"7,51";"0,36";"26,03";"33,72";"19,77";"91,43";"14,83";"3,78";"5,62";"46,39";"53,16";"43,69";"26,65";"1,47";"67,30";"20,67";"27,30";"5,29";"8,79";"8,51";"9,23";"20,22";"105,29";"13,55";"27,71";"7,03";"34,81";"25,63";"47,15";"12,03";"15,19";"2.787,66";"1.785,83";"7,56";"1.171,55";"11,41";"23,21";"1,13";"52,94";"47,06";"3,78";"10,20";"934,86";"1.000,64";"853,72";"579,33";"30,33";"72,83";"5,38";"35,85";"58,77";"0,22";"7,56";"15,19";"5,99"
"15091";"Wittenberg";"Kreise";"6,07";"6,84";"8,71";"7,80";"62,75";"20,73";"6,48";"7,82";"41,01";"5,94";"50,13";"46,22";"30,98";"53,01";"9,14";"85,72";"89,56";"9,01";"77,84";"6,62";"9,41";"77,92";"6,45";"0,15";"26,12";"32,97";"20,69";"92,91";"18,67";"4,15";"5,39";"44,99";"45,89";"48,04";"31,08";"1,58";"68,50";"25,20";"25,01";"4,75";"8,63";"8,47";"8,08";"19,86";"115,23";"8,23";"33,53";"7,06";"33,04";"24,92";"50,15";"14,15";"10,77";"2.649,45";"1.879,63";"4,59";"1.802,37";"8,56";"19,42";"0,97";"47,22";"52,78";"4,78";"7,51";"950,58";"1.039,85";"842,94";"610,77";"27,92";"65,58";"4,13";"39,18";"56,69";"0,31";"4,59";"10,77";"5,94"
